|     | task_0_variant   |   task_0_cpu |   task_0_gpu |   task_0_cpu_all_replicas |   task_0_gpu_all_replicas |   task_0_batch |   task_0_replicas |   task_0_latency |   task_0_throughput |   task_0_throughput_all_replicas | task_0_measured   | task_1_variant   |   task_1_cpu |   task_1_gpu |   task_1_cpu_all_replicas |   task_1_gpu_all_replicas |   task_1_batch |   task_1_replicas |   task_1_latency |   task_1_throughput |   task_1_throughput_all_replicas | task_1_measured   |   pipeline_latency |   pipeline_throughput |   pipeline_cpu |   pipeline_gpu |   pipeline_accuracy |   task_0_accuracy |   task_1_accuracy |
| 177 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.3 |              10       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 178 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.4 |               6.66667 |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 179 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.5 |               5       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 180 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.3 |              10       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 181 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.4 |              10       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 182 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.5 |               6.66667 |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 183 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.6 |               5       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 184 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet18         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.4 |               6.66667 |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 185 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet18         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.5 |               6.66667 |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 186 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet18         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.6 |               6.66667 |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 187 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.7 |               5       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 188 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.5 |               5       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 189 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.6 |               5       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 190 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.7 |               5       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 191 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.8 |               5       |              6 |              0 |                0.4  |               0.8 |               0.5 |
| 192 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.2 |              10       |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 193 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.3 |               5       |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 194 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.4 |               3.33333 |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 195 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.5 |               2.5     |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 196 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.3 |               5       |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 197 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.4 |               5       |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 198 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.5 |               3.33333 |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 199 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.6 |               2.5     |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 200 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.4 |               3.33333 |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 201 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.5 |               3.33333 |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 202 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.6 |               3.33333 |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 203 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.7 |               2.5     |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 204 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.5 |               2.5     |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 205 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.6 |               2.5     |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 206 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.7 |               2.5     |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 207 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.8 |               2.5     |              3 |              0 |                0.64 |               0.8 |               0.8 |
| 208 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.2 |              10       |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 209 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.3 |              10       |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 210 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.4 |               6.66667 |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 211 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.5 |               5       |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 212 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.3 |               5       |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 213 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.4 |               5       |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 214 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.5 |               5       |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 215 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.6 |               5       |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 216 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.4 |               3.33333 |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 217 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.5 |               3.33333 |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 218 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.6 |               3.33333 |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 219 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.7 |               3.33333 |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 220 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.5 |               2.5     |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 221 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.6 |               2.5     |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 222 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.7 |               2.5     |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 223 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.8 |               2.5     |              4 |              0 |                0.64 |               0.8 |               0.8 |
| 224 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.2 |              10       |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 225 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.3 |               5       |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 226 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.4 |               3.33333 |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 227 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.5 |               2.5     |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 228 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.3 |              10       |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 229 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.4 |               5       |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 230 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.5 |               3.33333 |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 231 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.6 |               2.5     |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 232 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.4 |               6.66667 |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 233 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.5 |               5       |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 234 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.6 |               3.33333 |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 235 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.7 |               2.5     |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 236 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.5 |               5       |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 237 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.6 |               5       |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 238 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.7 |               3.33333 |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 239 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.8 |               2.5     |              5 |              0 |                0.64 |               0.8 |               0.8 |
| 240 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.2 |              20       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 241 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.3 |              10       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 242 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.4 |               6.66667 |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 243 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.5 |               5       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 244 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.3 |              10       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 245 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.4 |              10       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 246 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.5 |               6.66667 |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 247 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.6 |               5       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 248 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.4 |               6.66667 |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 249 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.5 |               6.66667 |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 250 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.6 |               6.66667 |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 251 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.7 |               5       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 252 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.5 |               5       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 253 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.6 |               5       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 254 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.7 |               5       |              6 |              0 |                0.64 |               0.8 |               0.8 |
| 255 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.8 |               5       |              6 |              0 |                0.64 |               0.8 |               0.8 |
